,document,element,Frequency
528,2008,Malaria,1.5350098308535053e-05
529,2009,Malaria,1.0387230840202145e-05
530,2010,Malaria,4.518782286842306e-06
531,2011,Malaria,-2.3043742142853563e-07
532,2012,Malaria,-2.2594967067469853e-05
533,2013,Malaria,-7.694803613261878e-05
534,2014,Malaria,-0.0001210946724783332
535,2015,Malaria,-0.00017085486082777193
536,2016,Malaria,-0.0002736156205475817
537,2017,Malaria,-0.0003677015576261939
538,2018,Malaria,-0.0003876884685359964
539,2019,Malaria,-0.0003798262351901475
540,1990,Cirrhosis_and_other_chronic_liver_diseases,-3.56065363651683e-05
541,1991,Cirrhosis_and_other_chronic_liver_diseases,-3.4221488797760266e-05
542,1992,Cirrhosis_and_other_chronic_liver_diseases,-2.9450655706582006e-05
543,1993,Cirrhosis_and_other_chronic_liver_diseases,-2.4535581395837948e-05
544,1994,Cirrhosis_and_other_chronic_liver_diseases,-2.570845017465747e-05
545,1995,Cirrhosis_and_other_chronic_liver_diseases,-1.7343975760252504e-05
546,1996,Cirrhosis_and_other_chronic_liver_diseases,-1.387880526738342e-05
547,1997,Cirrhosis_and_other_chronic_liver_diseases,-1.1679605937917959e-05
548,1998,Cirrhosis_and_other_chronic_liver_diseases,-1.0512394085718713e-05
549,1999,Cirrhosis_and_other_chronic_liver_diseases,-9.488994527560933e-06
550,2000,Cirrhosis_and_other_chronic_liver_diseases,-6.497730592677775e-06
551,2001,Cirrhosis_and_other_chronic_liver_diseases,-3.0418505344618845e-06
552,2002,Cirrhosis_and_other_chronic_liver_diseases,-8.788055310691219e-07
553,2003,Cirrhosis_and_other_chronic_liver_diseases,4.435916804238898e-09
554,2004,Cirrhosis_and_other_chronic_liver_diseases,3.3671269461487666e-07
555,2005,Cirrhosis_and_other_chronic_liver_diseases,2.8263055947344573e-06
556,2006,Cirrhosis_and_other_chronic_liver_diseases,5.051531920268035e-06
557,2007,Cirrhosis_and_other_chronic_liver_diseases,7.654656263012091e-06
558,2008,Cirrhosis_and_other_chronic_liver_diseases,8.284782951317336e-06
559,2009,Cirrhosis_and_other_chronic_liver_diseases,1.0035499563255598e-05
560,2010,Cirrhosis_and_other_chronic_liver_diseases,8.885447102924813e-06
561,2011,Cirrhosis_and_other_chronic_liver_diseases,1.1665692617207624e-05
562,2012,Cirrhosis_and_other_chronic_liver_diseases,1.1857610907876903e-05
563,2013,Cirrhosis_and_other_chronic_liver_diseases,1.0444679592250933e-05
564,2014,Cirrhosis_and_other_chronic_liver_diseases,8.950708354558685e-06
565,2015,Cirrhosis_and_other_chronic_liver_diseases,1.081126515341046e-05
566,2016,Cirrhosis_and_other_chronic_liver_diseases,1.2977486506860739e-05
567,2017,Cirrhosis_and_other_chronic_liver_diseases,1.6624536911374974e-05
568,2018,Cirrhosis_and_other_chronic_liver_diseases,1.7134990670384623e-05
569,2019,Cirrhosis_and_other_chronic_liver_diseases,1.7262885816865048e-05
570,1990,Drug_use_disorders,-3.0310553648109346e-05
571,1991,Drug_use_disorders,-1.7476183577765314e-05
572,1992,Drug_use_disorders,-9.523166472729397e-06
573,1993,Drug_use_disorders,-4.862803144896585e-06
574,1994,Drug_use_disorders,-1.9563193976152824e-06
575,1995,Drug_use_disorders,-4.449192430929045e-07
576,1996,Drug_use_disorders,-1.1882547561080711e-07
577,1997,Drug_use_disorders,-8.47044357648482e-08
578,1998,Drug_use_disorders,9.394654752382258e-09
579,1999,Drug_use_disorders,1.193067321766353e-07
580,2000,Drug_use_disorders,4.612469480000783e-07
581,2001,Drug_use_disorders,4.414887182171181e-09
582,2002,Drug_use_disorders,-4.301369833359709e-07
583,2003,Drug_use_disorders,-1.5920442857822838e-06
584,2004,Drug_use_disorders,-2.0174268333972447e-06
585,2005,Drug_use_disorders,-7.306084809234655e-07
586,2006,Drug_use_disorders,-4.985586353095276e-07
587,2007,Drug_use_disorders,-3.8410322758002636e-07
588,2008,Drug_use_disorders,-3.747638709534802e-07
589,2009,Drug_use_disorders,-2.9873357464131514e-07
590,2010,Drug_use_disorders,-2.6795721860092185e-07
591,2011,Drug_use_disorders,-7.006321085417992e-08
592,2012,Drug_use_disorders,-8.680037142620573e-11
593,2013,Drug_use_disorders,3.3797945333122534e-07
594,2014,Drug_use_disorders,1.8565995314107672e-06
595,2015,Drug_use_disorders,5.177575885771329e-06
596,2016,Drug_use_disorders,1.1740462427530478e-05
597,2017,Drug_use_disorders,1.7580676914824464e-05
598,2018,Drug_use_disorders,2.2131305636310825e-05
599,2019,Drug_use_disorders,2.7236512235617077e-05
600,1990,Alcohol_use_disorders,-2.2310417722881887e-05
601,1991,Alcohol_use_disorders,-1.4960069530761986e-05
602,1992,Alcohol_use_disorders,-5.898107851757869e-06
603,1993,Alcohol_use_disorders,-5.169114332852353e-07
604,1994,Alcohol_use_disorders,1.3975471940497628e-07
605,1995,Alcohol_use_disorders,6.881764220363943e-07
606,1996,Alcohol_use_disorders,4.838770842197483e-07
607,1997,Alcohol_use_disorders,1.3258316929030492e-07
608,1998,Alcohol_use_disorders,8.55173598211267e-08
609,1999,Alcohol_use_disorders,4.340874320153321e-07
610,2000,Alcohol_use_disorders,1.6536935365053443e-06
611,2001,Alcohol_use_disorders,3.278439344733735e-06
612,2002,Alcohol_use_disorders,4.872470133918778e-06
613,2003,Alcohol_use_disorders,6.780483920069719e-06
614,2004,Alcohol_use_disorders,7.426466117210848e-06
615,2005,Alcohol_use_disorders,7.6246470324737355e-06
616,2006,Alcohol_use_disorders,5.21935830702403e-06
617,2007,Alcohol_use_disorders,2.923631174324095e-06
618,2008,Alcohol_use_disorders,1.1064429000086934e-06
619,2009,Alcohol_use_disorders,1.9896526300793163e-07
620,2010,Alcohol_use_disorders,-2.7208518846993257e-08
621,2011,Alcohol_use_disorders,-3.555620531299212e-07
622,2012,Alcohol_use_disorders,-9.61785183301576e-07
623,2013,Alcohol_use_disorders,-1.4803774332472193e-06
624,2014,Alcohol_use_disorders,-1.7079617662520228e-06
625,2015,Alcohol_use_disorders,-1.867100456342044e-06
626,2016,Alcohol_use_disorders,-1.9301033376247292e-06
627,2017,Alcohol_use_disorders,-2.2864219800557817e-06
628,2018,Alcohol_use_disorders,-2.0608513590027498e-06
629,2019,Alcohol_use_disorders,-2.058014187006509e-06
630,1990,Digestive_diseases,-1.6804412414894807e-05
631,1991,Digestive_diseases,-1.6781045134684402e-05
632,1992,Digestive_diseases,-1.3470295438531297e-05
633,1993,Digestive_diseases,-1.1954854418498302e-05
634,1994,Digestive_diseases,-1.6893762102160054e-05
635,1995,Digestive_diseases,-1.1302395319413199e-05
636,1996,Digestive_diseases,-9.84585550807451e-06
637,1997,Digestive_diseases,-8.776360313486999e-06
638,1998,Digestive_diseases,-9.049741591827675e-06
639,1999,Digestive_diseases,-9.489006847834152e-06
640,2000,Digestive_diseases,-7.466304149660399e-06
641,2001,Digestive_diseases,-4.641288601041663e-06
642,2002,Digestive_diseases,-2.4853981280199594e-06
643,2003,Digestive_diseases,-5.78870012151074e-07
644,2004,Digestive_diseases,-3.062043924140657e-07
645,2005,Digestive_diseases,2.763538773625486e-07
646,2006,Digestive_diseases,1.4426339432891029e-06
647,2007,Digestive_diseases,2.956484293406569e-06
648,2008,Digestive_diseases,3.0188643876346882e-06
649,2009,Digestive_diseases,4.481490149897368e-06
650,2010,Digestive_diseases,3.6343829059975173e-06
651,2011,Digestive_diseases,6.962488047492833e-06
652,2012,Digestive_diseases,7.926599677489528e-06
653,2013,Digestive_diseases,8.852980142208555e-06
654,2014,Digestive_diseases,8.75356281743872e-06
655,2015,Digestive_diseases,1.1983295384157479e-05
656,2016,Digestive_diseases,1.55968708218905e-05
657,2017,Digestive_diseases,2.1091360974574008e-05
658,2018,Digestive_diseases,2.1673606059078514e-05
659,2019,Digestive_diseases,2.2328955271879673e-05
660,1990,Conflict_and_terrorism,1.2464047936864772e-05
661,1991,Conflict_and_terrorism,-9.382036531283436e-06
662,1992,Conflict_and_terrorism,-7.427994202463528e-05
663,1993,Conflict_and_terrorism,-7.577042521529008e-05
664,1994,Conflict_and_terrorism,0.0027307022543669257
665,1995,Conflict_and_terrorism,-6.326230649197342e-05
666,1996,Conflict_and_terrorism,-1.220946021923252e-05
667,1997,Conflict_and_terrorism,-1.4484993087566912e-06
668,1998,Conflict_and_terrorism,2.2173491891515278e-07
669,1999,Conflict_and_terrorism,3.5567482421855224e-05
670,2000,Conflict_and_terrorism,4.299721395256351e-06
671,2001,Conflict_and_terrorism,-7.620508500872384e-05
672,2002,Conflict_and_terrorism,-8.184172180247497e-05
673,2003,Conflict_and_terrorism,-6.490560757049064e-05
674,2004,Conflict_and_terrorism,-6.799438981213422e-05
675,2005,Conflict_and_terrorism,-0.00011895455599356266
676,2006,Conflict_and_terrorism,-5.4358159916347265e-05
677,2007,Conflict_and_terrorism,-6.597606670711372e-05
678,2008,Conflict_and_terrorism,-9.652683129023472e-05
679,2009,Conflict_and_terrorism,-6.702306679600046e-05
680,2010,Conflict_and_terrorism,-0.00015348552865209787
681,2011,Conflict_and_terrorism,-0.00010679744597024858
682,2012,Conflict_and_terrorism,-1.2979699703700943e-07
683,2013,Conflict_and_terrorism,1.5881792008599064e-07
684,2014,Conflict_and_terrorism,0.00012153249334294694
685,2015,Conflict_and_terrorism,6.115513674923186e-05
686,2016,Conflict_and_terrorism,4.651899651273133e-05
687,2017,Conflict_and_terrorism,3.588647321582777e-06
688,2018,Conflict_and_terrorism,-9.286274483025764e-06
689,2019,Conflict_and_terrorism,-0.00013005614194699032
690,1990,Fire__heat__and_hot_substances,8.877114797712477e-06
691,1991,Fire__heat__and_hot_substances,8.123060129942614e-06
692,1992,Fire__heat__and_hot_substances,8.051873457998442e-06
693,1993,Fire__heat__and_hot_substances,8.515639715997523e-06
694,1994,Fire__heat__and_hot_substances,7.827601564318573e-06
695,1995,Fire__heat__and_hot_substances,6.819107730838211e-06
696,1996,Fire__heat__and_hot_substances,5.025142182584418e-06
697,1997,Fire__heat__and_hot_substances,3.9262385203189636e-06
698,1998,Fire__heat__and_hot_substances,2.339141106122791e-06
699,1999,Fire__heat__and_hot_substances,2.1430760167867607e-06
700,2000,Fire__heat__and_hot_substances,1.987705022723158e-06
701,2001,Fire__heat__and_hot_substances,1.485187055773252e-06
702,2002,Fire__heat__and_hot_substances,7.022041394592576e-07
703,2003,Fire__heat__and_hot_substances,5.964729284747689e-07
704,2004,Fire__heat__and_hot_substances,1.0656267616292985e-07
705,2005,Fire__heat__and_hot_substances,9.13878075697347e-08
706,2006,Fire__heat__and_hot_substances,-1.5883345685958798e-08
707,2007,Fire__heat__and_hot_substances,-1.9863691181327175e-07
708,2008,Fire__heat__and_hot_substances,-8.769589492077368e-07
709,2009,Fire__heat__and_hot_substances,-1.4760839781160573e-06
710,2010,Fire__heat__and_hot_substances,-2.4858921633388664e-06
711,2011,Fire__heat__and_hot_substances,-3.4919948470294202e-06
712,2012,Fire__heat__and_hot_substances,-4.929326513714388e-06
713,2013,Fire__heat__and_hot_substances,-5.758839941152216e-06
714,2014,Fire__heat__and_hot_substances,-8.042899041594415e-06
715,2015,Fire__heat__and_hot_substances,-9.290900950967477e-06
716,2016,Fire__heat__and_hot_substances,-1.0798476286471594e-05
717,2017,Fire__heat__and_hot_substances,-1.2759990978179715e-05
718,2018,Fire__heat__and_hot_substances,-1.2866387582998216e-05
719,2019,Fire__heat__and_hot_substances,-1.430509274781799e-05
720,1990,Self_harm,6.28550271459334e-06
721,1991,Self_harm,8.097222611623404e-06
722,1992,Self_harm,1.3238377316193586e-05
723,1993,Self_harm,1.8328713348923244e-05
724,1994,Self_harm,2.3586475354388584e-05
725,1995,Self_harm,2.9499219192253212e-05
726,1996,Self_harm,2.3585715802706075e-05
727,1997,Self_harm,2.1188162862478604e-05
728,1998,Self_harm,2.134689785210028e-05
729,1999,Self_harm,2.176798714477045e-05
730,2000,Self_harm,1.6729982964159066e-05
731,2001,Self_harm,6.055261936846056e-06
732,2002,Self_harm,1.5353864512748891e-06
733,2003,Self_harm,1.4645916155911097e-06
734,2004,Self_harm,1.6889367284795209e-06
735,2005,Self_harm,2.147133401717927e-06
736,2006,Self_harm,7.237139655924573e-07
737,2007,Self_harm,-5.04551151539835e-11
738,2008,Self_harm,-1.021637041855481e-06
739,2009,Self_harm,-2.463960502653589e-06
740,2010,Self_harm,-4.9250586497019005e-06
741,2011,Self_harm,-7.285495782337922e-06
742,2012,Self_harm,-1.2846683153055398e-05
743,2013,Self_harm,-2.216859708992089e-05
744,2014,Self_harm,-3.351367483792099e-05
745,2015,Self_harm,-4.244031221087904e-05
746,2016,Self_harm,-4.8492984220489745e-05
747,2017,Self_harm,-5.403414789359299e-05
748,2018,Self_harm,-5.319054655778487e-05
749,2019,Self_harm,-6.080856613022319e-05
750,1990,Poisonings,5.488081701099471e-06
751,1991,Poisonings,4.317130324943741e-06
752,1992,Poisonings,4.163775521087988e-06
753,1993,Poisonings,4.298666197588203e-06
754,1994,Poisonings,3.388778892654369e-06
755,1995,Poisonings,2.993763813093818e-06
756,1996,Poisonings,1.8522395224688503e-06
757,1997,Poisonings,8.256425000301889e-07
758,1998,Poisonings,3.7141773470559847e-07
759,1999,Poisonings,2.714790380678815e-07
760,2000,Poisonings,4.52511146112834e-07
761,2001,Poisonings,4.1887456340994073e-07
762,2002,Poisonings,3.3980920666107814e-07
763,2003,Poisonings,4.130519472992836e-07
764,2004,Poisonings,5.341687658287506e-07
765,2005,Poisonings,5.70736145185211e-07
766,2006,Poisonings,1.4120131705975736e-07
767,2007,Poisonings,4.918110524165157e-09
768,2008,Poisonings,-1.2131365308854065e-08
769,2009,Poisonings,-3.688123203096511e-08
770,2010,Poisonings,-1.8626156846225102e-07
771,2011,Poisonings,-5.466207117578898e-07
772,2012,Poisonings,-1.233558567433639e-06
773,2013,Poisonings,-2.030875307572706e-06
774,2014,Poisonings,-3.5217653938613775e-06
775,2015,Poisonings,-5.182768300462251e-06
776,2016,Poisonings,-6.983450405678463e-06
777,2017,Poisonings,-9.544311614329923e-06
778,2018,Poisonings,-1.1983752001834268e-05
779,2019,Poisonings,-1.4707095729052025e-05
780,1990,Road_injuries_,4.662873787957683e-06
781,1991,Road_injuries_,2.497746629595999e-06
782,1992,Road_injuries_,2.2063630004002046e-06
783,1993,Road_injuries_,1.209818225072042e-06
784,1994,Road_injuries_,3.402582570662452e-07
785,1995,Road_injuries_,1.2615146111569242e-06
786,1996,Road_injuries_,8.360813640514455e-07
787,1997,Road_injuries_,6.543239056415229e-07
788,1998,Road_injuries_,4.956809834893668e-07
789,1999,Road_injuries_,7.436068520219515e-07
790,2000,Road_injuries_,1.5772081009341919e-06
791,2001,Road_injuries_,2.084479921649312e-06
792,2002,Road_injuries_,2.0768355217852747e-06
793,2003,Road_injuries_,3.0013066159107285e-06
794,2004,Road_injuries_,4.028388584885619e-06
795,2005,Road_injuries_,4.938771053811415e-06
796,2006,Road_injuries_,5.561610868369299e-06
797,2007,Road_injuries_,6.621017286401697e-06
798,2008,Road_injuries_,5.3428260368941906e-06
799,2009,Road_injuries_,6.065150903529558e-06
800,2010,Road_injuries_,2.5813371731372103e-06
801,2011,Road_injuries_,1.0627928335648295e-06
802,2012,Road_injuries_,1.74933318821847e-08
803,2013,Road_injuries_,-2.3912183158814027e-06
804,2014,Road_injuries_,-8.753998966978219e-06
805,2015,Road_injuries_,-1.9151630723249148e-05
806,2016,Road_injuries_,-2.9087454110431673e-05
807,2017,Road_injuries_,-3.876628092350004e-05
808,2018,Road_injuries_,-4.518875452726276e-05
809,2019,Road_injuries_,-5.8565911220981814e-05
810,1990,Exposure_to_forces_of_nature,2.850621254080482e-06
811,1991,Exposure_to_forces_of_nature,0.0005341802514517823
812,1992,Exposure_to_forces_of_nature,-0.0001681553770936836
813,1993,Exposure_to_forces_of_nature,-7.464687081641712e-05
814,1994,Exposure_to_forces_of_nature,-0.00016517650680935594
815,1995,Exposure_to_forces_of_nature,-9.559482431954254e-05
816,1996,Exposure_to_forces_of_nature,-0.00013900035509671933
817,1997,Exposure_to_forces_of_nature,-0.00010920066196257774
818,1998,Exposure_to_forces_of_nature,-1.3436320282859014e-12
819,1999,Exposure_to_forces_of_nature,2.796234618506873e-05
820,2000,Exposure_to_forces_of_nature,-0.00023034156564481263
821,2001,Exposure_to_forces_of_nature,-3.8128266694266346e-05
822,2002,Exposure_to_forces_of_nature,-0.00023327135106364447
823,2003,Exposure_to_forces_of_nature,-1.8776618960695968e-05
824,2004,Exposure_to_forces_of_nature,0.001000832877999033
825,2005,Exposure_to_forces_of_nature,7.626267272395224e-05
826,2006,Exposure_to_forces_of_nature,-0.0001004891143400544
827,2007,Exposure_to_forces_of_nature,-0.00013564061086972283
828,2008,Exposure_to_forces_of_nature,0.0009249356796074295
829,2009,Exposure_to_forces_of_nature,-0.00020291763919913212
830,2010,Exposure_to_forces_of_nature,0.0009520466644255543
831,2011,Exposure_to_forces_of_nature,-3.3643489081812406e-05
832,2012,Exposure_to_forces_of_nature,-0.00023772908122137845
833,2013,Exposure_to_forces_of_nature,-5.786626236905994e-05
834,2014,Exposure_to_forces_of_nature,-0.00026830456706848876
835,2015,Exposure_to_forces_of_nature,-0.00015025641869299621
836,2016,Exposure_to_forces_of_nature,-0.0002479672804831818
837,2017,Exposure_to_forces_of_nature,-0.00018013487334351026
838,2018,Exposure_to_forces_of_nature,-0.0002128681851283786
839,2019,Exposure_to_forces_of_nature,-0.00030382674799311535
840,1990,Interpersonal_violence,-4.803286984457155e-07
841,1991,Interpersonal_violence,-1.6006097045261125e-10
842,1992,Interpersonal_violence,4.038176739071882e-06
843,1993,Interpersonal_violence,1.487496926071396e-05
844,1994,Interpersonal_violence,1.4560093633227307e-05
845,1995,Interpersonal_violence,1.6275717304021955e-05
846,1996,Interpersonal_violence,7.922112323863965e-06
847,1997,Interpersonal_violence,3.988725942015935e-06
848,1998,Interpersonal_violence,4.398958668246723e-06
849,1999,Interpersonal_violence,5.76881184049193e-06
850,2000,Interpersonal_violence,8.747430546972697e-06
851,2001,Interpersonal_violence,7.541027915028024e-06
852,2002,Interpersonal_violence,1.0993897136009085e-05
853,2003,Interpersonal_violence,2.9590702344374302e-06
854,2004,Interpersonal_violence,1.0407297509673808e-06
855,2005,Interpersonal_violence,1.3026100003074839e-07
856,2006,Interpersonal_violence,-8.656459730250972e-08
857,2007,Interpersonal_violence,-1.0616744850884633e-06
858,2008,Interpersonal_violence,-1.5871634937135866e-06
859,2009,Interpersonal_violence,-1.2023578220132233e-06
860,2010,Interpersonal_violence,-3.965578744240527e-06
861,2011,Interpersonal_violence,-5.360036831575431e-06
862,2012,Interpersonal_violence,-4.4200664362124766e-06
863,2013,Interpersonal_violence,-6.486702347648836e-06
864,2014,Interpersonal_violence,-9.038749643157124e-06
865,2015,Interpersonal_violence,-1.0024808701642162e-05
866,2016,Interpersonal_violence,-1.4966908676061362e-05
867,2017,Interpersonal_violence,-1.4221367530269915e-05
868,2018,Interpersonal_violence,-1.6945760675204067e-05
869,2019,Interpersonal_violence,-2.7761300965218033e-05
870,1990,Environmental_heat_and_cold_exposure,2.0299408758370633e-07
871,1991,Environmental_heat_and_cold_exposure,4.812243851296117e-07
872,1992,Environmental_heat_and_cold_exposure,2.0124995499144895e-06
873,1993,Environmental_heat_and_cold_exposure,8.37954466371285e-06
874,1994,Environmental_heat_and_cold_exposure,1.4751380807969706e-05
875,1995,Environmental_heat_and_cold_exposure,1.5360547897450678e-05
876,1996,Environmental_heat_and_cold_exposure,7.195545024758779e-06
877,1997,Environmental_heat_and_cold_exposure,2.703415108678738e-06
878,1998,Environmental_heat_and_cold_exposure,3.1155597083992094e-06
879,1999,Environmental_heat_and_cold_exposure,1.4653079617533822e-06
880,2000,Environmental_heat_and_cold_exposure,2.504857776176086e-06
881,2001,Environmental_heat_and_cold_exposure,3.171323219642512e-06
882,2002,Environmental_heat_and_cold_exposure,5.558432753074996e-06
883,2003,Environmental_heat_and_cold_exposure,7.510390741227014e-06
884,2004,Environmental_heat_and_cold_exposure,2.4685910611720765e-06
885,2005,Environmental_heat_and_cold_exposure,3.150956187384915e-06
886,2006,Environmental_heat_and_cold_exposure,9.020224544176579e-07
887,2007,Environmental_heat_and_cold_exposure,-5.926746843308514e-08
888,2008,Environmental_heat_and_cold_exposure,-8.621832682652076e-07
889,2009,Environmental_heat_and_cold_exposure,-2.5863091572704206e-06
890,2010,Environmental_heat_and_cold_exposure,-6.251724809351689e-07
891,2011,Environmental_heat_and_cold_exposure,-6.655626307687526e-06
892,2012,Environmental_heat_and_cold_exposure,-7.2208034271983076e-06
893,2013,Environmental_heat_and_cold_exposure,-1.0774682386914595e-05
894,2014,Environmental_heat_and_cold_exposure,-1.2700920373634304e-05
895,2015,Environmental_heat_and_cold_exposure,-8.721827481246379e-06
896,2016,Environmental_heat_and_cold_exposure,-1.7419660787235615e-05
897,2017,Environmental_heat_and_cold_exposure,-2.126237089931293e-05
898,2018,Environmental_heat_and_cold_exposure,-2.2939551314871053e-05
899,2019,Environmental_heat_and_cold_exposure,-2.165802994481597e-05
900,1990,Chronic_respiratory_diseases,-9.316671782343936e-08
901,1991,Chronic_respiratory_diseases,9.669258415244354e-08
902,1992,Chronic_respiratory_diseases,2.003855949012014e-06
903,1993,Chronic_respiratory_diseases,2.6843331071348966e-06
904,1994,Chronic_respiratory_diseases,4.774927651863235e-08
905,1995,Chronic_respiratory_diseases,6.120621983134894e-07
906,1996,Chronic_respiratory_diseases,2.047553640084816e-06
907,1997,Chronic_respiratory_diseases,3.6164195106311086e-06
908,1998,Chronic_respiratory_diseases,2.56215148457565e-06
909,1999,Chronic_respiratory_diseases,6.371747799665693e-07
910,2000,Chronic_respiratory_diseases,7.364213344053408e-07
911,2001,Chronic_respiratory_diseases,3.4528519871575617e-07
912,2002,Chronic_respiratory_diseases,3.727621636515565e-08
913,2003,Chronic_respiratory_diseases,-8.318016997920213e-08
914,2004,Chronic_respiratory_diseases,-2.875671114060214e-06
915,2005,Chronic_respiratory_diseases,-3.1047281467564618e-06
916,2006,Chronic_respiratory_diseases,-3.827271914098418e-06
917,2007,Chronic_respiratory_diseases,-3.6997503360829457e-06
918,2008,Chronic_respiratory_diseases,-3.7844818817357436e-06
919,2009,Chronic_respiratory_diseases,-3.419113580972917e-06
920,2010,Chronic_respiratory_diseases,-6.967194655004656e-06
921,2011,Chronic_respiratory_diseases,-2.845135976797873e-06
922,2012,Chronic_respiratory_diseases,-2.224546904868287e-06
923,2013,Chronic_respiratory_diseases,-3.3647975954611436e-07
924,2014,Chronic_respiratory_diseases,-2.785207352484732e-09
925,2015,Chronic_respiratory_diseases,-1.7805646395482655e-08
926,2016,Chronic_respiratory_diseases,1.1695657776928997e-07
927,2017,Chronic_respiratory_diseases,1.056108443224979e-06
928,2018,Chronic_respiratory_diseases,4.412943634687124e-06
929,2019,Chronic_respiratory_diseases,8.786391370958963e-06
